sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Male,other asian or pacific islander,"$70,000 to $74,999",Highschool,HI,41-50,1,"other asian or pacific islander Highschool $70,000 to $74,999",0,0
Female,White,"$45,000 to $49,999",College Degree,IL,41-50,0,"White College Degree $45,000 to $49,999",0,1
Female,White,"$80,000 to $84,999",College Degree,CT,31-40,0,"White College Degree $80,000 to $84,999",0,1
Female,White,"$40,000 to $44,999",Highschool,NC,31-40,0,"White Highschool $40,000 to $44,999",0,0
Female,Black/African American,"$60,000 to $64,999",Highschool,TN,18-20,0,"Black/African American Highschool $60,000 to $64,999",0,0
Female,other asian or pacific islander,"$175,000 to $199,999",Masters&Doc,MD,41-50,0,"other asian or pacific islander Masters&Doc $175,000 to $199,999",1,1
Male,White,"$175,000 to $199,999",Masters&Doc,FL,41-50,1,"White Masters&Doc $175,000 to $199,999",1,1
Female,Chinese,"$50,000 to $54,999",College Degree,PA,21-30,0,"Chinese College Degree $50,000 to $54,999",0,1
Female,White,"$35,000 to $39,999",Associate Degree,AZ,61-70,0,"White Associate Degree $35,000 to $39,999",0,1
Female,White,"$15,000 to $19,999",Highschool,OH,51-60,0,"White Highschool $15,000 to $19,999",0,0
Female,White,"$45,000 to $49,999",Highschool,MO,71-80,1,"White Highschool $45,000 to $49,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,AL,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$125,000 to $149,999",College Degree,NV,61-70,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$25,000 to $29,999",Associate Degree,VA,61-70,0,"White Associate Degree $25,000 to $29,999",0,1
Female,Chinese,"$100,000 to $124,999",Masters&Doc,WA,41-50,0,"Chinese Masters&Doc $100,000 to $124,999",0,1
Female,White,"$75,000 to $79,999",College Degree,CA,61-70,0,"White College Degree $75,000 to $79,999",0,1
Male,White,"$30,000 to $34,999",Associate Degree,CA,31-40,0,"White Associate Degree $30,000 to $34,999",0,1
Female,White,"$20,000 to $24,999",Highschool,MS,51-60,1,"White Highschool $20,000 to $24,999",0,0
Male,Black/African American,"$50,000 to $54,999",College Degree,CA,61-70,0,"Black/African American College Degree $50,000 to $54,999",0,1
Female,Black/African American,"$30,000 to $34,999",Highschool,MO,51-60,0,"Black/African American Highschool $30,000 to $34,999",0,0
Male,Black/African American,"$15,000 to $19,999",Highschool,IL,21-30,0,"Black/African American Highschool $15,000 to $19,999",0,0
Male,White,"$45,000 to $49,999",College Degree,FL,51-60,0,"White College Degree $45,000 to $49,999",0,1
Female,White,"$55,000 to $59,999",College Degree,MO,61-70,0,"White College Degree $55,000 to $59,999",0,1
Female,Other race,"Less than $14,999",College Degree,TX,21-30,0,"Other race College Degree Less than $14,999",0,1
Female,White,"$25,000 to $29,999",Associate Degree,TX,51-60,0,"White Associate Degree $25,000 to $29,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,CA,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$90,000 to $94,999",Masters&Doc,AR,61-70,1,"White Masters&Doc $90,000 to $94,999",0,1
Female,Black/African American,"$20,000 to $24,999",Masters&Doc,CA,31-40,0,"Black/African American Masters&Doc $20,000 to $24,999",0,1
Male,Black/African American,"$50,000 to $54,999",Highschool,FL,31-40,1,"Black/African American Highschool $50,000 to $54,999",0,0
Male,Black/African American,"Less than $14,999",Masters&Doc,NY,21-30,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"$70,000 to $74,999",College Degree,NY,71-80,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$75,000 to $79,999",College Degree,PA,31-40,0,"White College Degree $75,000 to $79,999",0,1
Female,White,"$35,000 to $39,999",Highschool,AZ,31-40,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$30,000 to $34,999",College Degree,IL,71-80,1,"White College Degree $30,000 to $34,999",0,1
Male,White,"$125,000 to $149,999",College Degree,NY,61-70,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$15,000 to $19,999",Masters&Doc,GA,61-70,1,"White Masters&Doc $15,000 to $19,999",0,1
Male,White,"$80,000 to $84,999",Highschool,MO,51-60,1,"White Highschool $80,000 to $84,999",0,0
Male,White,"$65,000 to $69,999",Highschool,FL,41-50,0,"White Highschool $65,000 to $69,999",0,0
Female,White,"$95,000 to $99,999",Masters&Doc,NJ,31-40,1,"White Masters&Doc $95,000 to $99,999",0,1
Male,White,"$150,000 to $174,999",Associate Degree,WA,61-70,1,"White Associate Degree $150,000 to $174,999",1,1
Female,White,"$55,000 to $59,999",Highschool,TX,41-50,1,"White Highschool $55,000 to $59,999",0,0
Male,White,"$70,000 to $74,999",Masters&Doc,KY,31-40,0,"White Masters&Doc $70,000 to $74,999",0,1
Female,White,"$75,000 to $79,999",Associate Degree,FL,71-80,1,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$50,000 to $54,999",Highschool,IN,61-70,0,"White Highschool $50,000 to $54,999",0,0
Female,White,"$55,000 to $59,999",College Degree,NY,71-80,0,"White College Degree $55,000 to $59,999",0,1
Female,White,"$30,000 to $34,999",College Degree,CT,41-50,0,"White College Degree $30,000 to $34,999",0,1
Male,White,"$100,000 to $124,999",Highschool,NJ,21-30,1,"White Highschool $100,000 to $124,999",0,0
Male,other asian or pacific islander,"$30,000 to $34,999",Highschool,CA,41-50,0,"other asian or pacific islander Highschool $30,000 to $34,999",0,0
Female,White,"$50,000 to $54,999",Highschool,IA,51-60,1,"White Highschool $50,000 to $54,999",0,0
Female,White,"$20,000 to $24,999",Highschool,PA,41-50,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"$45,000 to $49,999",Masters&Doc,AZ,21-30,1,"White Masters&Doc $45,000 to $49,999",0,1
Female,White,"$60,000 to $64,999",Highschool,MI,51-60,1,"White Highschool $60,000 to $64,999",0,0
Male,White,"$15,000 to $19,999",Associate Degree,IA,51-60,0,"White Associate Degree $15,000 to $19,999",0,1
Male,White,"$175,000 to $199,999",College Degree,FL,21-30,1,"White College Degree $175,000 to $199,999",1,1
Male,White,"$55,000 to $59,999",Masters&Doc,VA,18-20,1,"White Masters&Doc $55,000 to $59,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,MO,41-50,0,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$100,000 to $124,999",Masters&Doc,CA,31-40,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$150,000 to $174,999",College Degree,VA,31-40,0,"White College Degree $150,000 to $174,999",1,1
Female,Black/African American,"$15,000 to $19,999",Highschool,MI,61-70,0,"Black/African American Highschool $15,000 to $19,999",0,0
Male,White,"$45,000 to $49,999",Masters&Doc,FL,51-60,0,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$100,000 to $124,999",College Degree,PA,61-70,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,OH,21-30,0,"White Masters&Doc $35,000 to $39,999",0,1
Male,White,"$250,000 and above",Masters&Doc,CO,21-30,0,"White Masters&Doc $250,000 and above",0,1
Female,other asian or pacific islander,"$60,000 to $64,999",Masters&Doc,CA,31-40,0,"other asian or pacific islander Masters&Doc $60,000 to $64,999",0,1
Female,White,"$30,000 to $34,999",Highschool,LA,21-30,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$150,000 to $174,999",College Degree,FL,71-80,0,"White College Degree $150,000 to $174,999",1,1
Male,Black/African American,"$25,000 to $29,999",Associate Degree,NC,61-70,0,"Black/African American Associate Degree $25,000 to $29,999",0,1
Male,White,"$125,000 to $149,999",College Degree,MD,51-60,1,"White College Degree $125,000 to $149,999",0,1
Female,White,"$35,000 to $39,999",Associate Degree,NY,21-30,0,"White Associate Degree $35,000 to $39,999",0,1
Female,White,"$50,000 to $54,999",Highschool,MA,71-80,0,"White Highschool $50,000 to $54,999",0,0
Male,White,"$35,000 to $39,999",College Degree,OH,31-40,0,"White College Degree $35,000 to $39,999",0,1
Female,Black/African American,"$55,000 to $59,999",Highschool,CA,41-50,0,"Black/African American Highschool $55,000 to $59,999",0,0
Female,White,"$125,000 to $149,999",Highschool,OR,31-40,0,"White Highschool $125,000 to $149,999",0,0
Male,White,"$125,000 to $149,999",College Degree,MO,31-40,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"Less than $14,999",Highschool,MD,61-70,0,"White Highschool Less than $14,999",0,0
Female,White,"$25,000 to $29,999",Masters&Doc,KY,31-40,1,"White Masters&Doc $25,000 to $29,999",0,1
Male,White,"$150,000 to $174,999",Highschool,WA,71-80,0,"White Highschool $150,000 to $174,999",1,0
Female,White,"Less than $14,999",Highschool,NH,41-50,1,"White Highschool Less than $14,999",0,0
Female,Other race,"$40,000 to $44,999",College Degree,CA,41-50,0,"Other race College Degree $40,000 to $44,999",0,1
Female,Black/African American,"$55,000 to $59,999",Highschool,FL,31-40,0,"Black/African American Highschool $55,000 to $59,999",0,0
Female,Black/African American,"$45,000 to $49,999",Masters&Doc,CT,41-50,1,"Black/African American Masters&Doc $45,000 to $49,999",0,1
Male,other asian or pacific islander,"$125,000 to $149,999",Masters&Doc,CA,21-30,0,"other asian or pacific islander Masters&Doc $125,000 to $149,999",0,1
Male,White,"$45,000 to $49,999",College Degree,KS,51-60,1,"White College Degree $45,000 to $49,999",0,1
Female,Other race,"$90,000 to $94,999",Highschool,TX,61-70,1,"Other race Highschool $90,000 to $94,999",0,0
Female,White,"$150,000 to $174,999",College Degree,TX,18-20,1,"White College Degree $150,000 to $174,999",1,1
Female,Black/African American,"Less than $14,999",Masters&Doc,GA,21-30,0,"Black/African American Masters&Doc Less than $14,999",0,1
Female,White,"Less than $14,999",College Degree,LA,51-60,1,"White College Degree Less than $14,999",0,1
Male,White,"$100,000 to $124,999",Highschool,TX,31-40,0,"White Highschool $100,000 to $124,999",0,0
Male,White,"Less than $14,999",Highschool,OH,21-30,1,"White Highschool Less than $14,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,CA,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"Less than $14,999",Masters&Doc,WI,31-40,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$55,000 to $59,999",Grade12&under,KY,21-30,0,"White Grade12&under $55,000 to $59,999",0,0
Female,Black/African American,"$125,000 to $149,999",College Degree,GA,21-30,0,"Black/African American College Degree $125,000 to $149,999",0,1
Female,Black/African American,"$45,000 to $49,999",Highschool,MD,41-50,0,"Black/African American Highschool $45,000 to $49,999",0,0
Female,Black/African American,"$80,000 to $84,999",Masters&Doc,NY,31-40,0,"Black/African American Masters&Doc $80,000 to $84,999",0,1
Male,White,"$125,000 to $149,999",College Degree,MO,61-70,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$85,000 to $89,999",Masters&Doc,FL,18-20,1,"White Masters&Doc $85,000 to $89,999",0,1
Male,other asian or pacific islander,"$95,000 to $99,999",College Degree,OK,51-60,1,"other asian or pacific islander College Degree $95,000 to $99,999",0,1
Female,White,"$15,000 to $19,999",College Degree,PA,61-70,0,"White College Degree $15,000 to $19,999",0,1
Female,White,"$60,000 to $64,999",Highschool,AZ,41-50,1,"White Highschool $60,000 to $64,999",0,0
Male,White,"$60,000 to $64,999",College Degree,IL,61-70,0,"White College Degree $60,000 to $64,999",0,1
Female,White,"$125,000 to $149,999",College Degree,NJ,31-40,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$75,000 to $79,999",Masters&Doc,CA,21-30,1,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"Less than $14,999",Highschool,KS,51-60,1,"White Highschool Less than $14,999",0,0
Male,White,"Less than $14,999",Masters&Doc,TX,21-30,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$40,000 to $44,999",College Degree,IN,51-60,0,"White College Degree $40,000 to $44,999",0,1
Female,Black/African American,"Less than $14,999",Masters&Doc,IN,41-50,0,"Black/African American Masters&Doc Less than $14,999",0,1
Female,Other race,"Less than $14,999",Highschool,WI,21-30,0,"Other race Highschool Less than $14,999",0,0
Female,White,"$50,000 to $54,999",Associate Degree,NC,41-50,1,"White Associate Degree $50,000 to $54,999",0,1
Female,White,"$70,000 to $74,999",Associate Degree,ID,41-50,0,"White Associate Degree $70,000 to $74,999",0,1
Male,Black/African American,"$25,000 to $29,999",Masters&Doc,CA,21-30,0,"Black/African American Masters&Doc $25,000 to $29,999",0,1
Female,Black/African American,"$15,000 to $19,999",Highschool,FL,21-30,0,"Black/African American Highschool $15,000 to $19,999",0,0
Female,Other race,"$15,000 to $19,999",Masters&Doc,FL,21-30,0,"Other race Masters&Doc $15,000 to $19,999",0,1
Male,White,"Less than $14,999",College Degree,AZ,31-40,0,"White College Degree Less than $14,999",0,1
Female,White,"$45,000 to $49,999",Masters&Doc,PA,41-50,1,"White Masters&Doc $45,000 to $49,999",0,1
Male,White,"$100,000 to $124,999",Associate Degree,CO,71-80,0,"White Associate Degree $100,000 to $124,999",0,1
Male,White,"$70,000 to $74,999",Masters&Doc,NE,61-70,1,"White Masters&Doc $70,000 to $74,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,KY,21-30,1,"White Masters&Doc $35,000 to $39,999",0,1
Male,White,"$70,000 to $74,999",College Degree,WI,31-40,0,"White College Degree $70,000 to $74,999",0,1
Male,Other race,"$35,000 to $39,999",Highschool,NY,41-50,0,"Other race Highschool $35,000 to $39,999",0,0
Male,White,"$250,000 and above",Associate Degree,NJ,61-70,1,"White Associate Degree $250,000 and above",0,1
Male,White,"$30,000 to $34,999",College Degree,NM,61-70,0,"White College Degree $30,000 to $34,999",0,1
Male,White,"$150,000 to $174,999",College Degree,OK,31-40,1,"White College Degree $150,000 to $174,999",1,1
Male,White,"$85,000 to $89,999",College Degree,OK,51-60,0,"White College Degree $85,000 to $89,999",0,1
Male,White,"$100,000 to $124,999",Associate Degree,IL,51-60,1,"White Associate Degree $100,000 to $124,999",0,1
Female,White,"$125,000 to $149,999",College Degree,DE,61-70,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"$125,000 to $149,999",Masters&Doc,DC,31-40,1,"White Masters&Doc $125,000 to $149,999",0,1
Male,Other race,"$65,000 to $69,999",College Degree,CA,21-30,0,"Other race College Degree $65,000 to $69,999",0,1
Male,White,"$15,000 to $19,999",Highschool,CT,61-70,0,"White Highschool $15,000 to $19,999",0,0
Male,Chinese,"$125,000 to $149,999",Highschool,TX,71-80,1,"Chinese Highschool $125,000 to $149,999",0,0
Female,Other race,"Less than $14,999",Masters&Doc,MD,18-20,0,"Other race Masters&Doc Less than $14,999",0,1
Male,White,"$15,000 to $19,999",Highschool,MD,18-20,0,"White Highschool $15,000 to $19,999",0,0
Male,White,"$30,000 to $34,999",Highschool,CT,21-30,0,"White Highschool $30,000 to $34,999",0,0
Female,White,"$35,000 to $39,999",Highschool,MA,31-40,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$15,000 to $19,999",Masters&Doc,TN,61-70,0,"White Masters&Doc $15,000 to $19,999",0,1
Female,White,"Less than $14,999",Masters&Doc,OR,21-30,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$65,000 to $69,999",Highschool,FL,18-20,0,"White Highschool $65,000 to $69,999",0,0
Female,Black/African American,"$15,000 to $19,999",Masters&Doc,CA,51-60,0,"Black/African American Masters&Doc $15,000 to $19,999",0,1
Male,White,"$100,000 to $124,999",Masters&Doc,PA,51-60,0,"White Masters&Doc $100,000 to $124,999",0,1
Male,White,"$50,000 to $54,999",Highschool,FL,61-70,0,"White Highschool $50,000 to $54,999",0,0
Female,Black/African American,"Less than $14,999",College Degree,TX,51-60,0,"Black/African American College Degree Less than $14,999",0,1
Male,White,"$75,000 to $79,999",Associate Degree,WI,21-30,1,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$15,000 to $19,999",Highschool,MI,51-60,0,"White Highschool $15,000 to $19,999",0,0
Female,White,"$20,000 to $24,999",Highschool,CA,21-30,1,"White Highschool $20,000 to $24,999",0,0
Female,White,"$80,000 to $84,999",Highschool,IL,31-40,0,"White Highschool $80,000 to $84,999",0,0
Male,White,"$95,000 to $99,999",Masters&Doc,CO,31-40,1,"White Masters&Doc $95,000 to $99,999",0,1
Male,Black/African American,"$20,000 to $24,999",Associate Degree,OH,71-80,0,"Black/African American Associate Degree $20,000 to $24,999",0,1
Female,White,"$70,000 to $74,999",Masters&Doc,GA,61-70,1,"White Masters&Doc $70,000 to $74,999",0,1
Male,Other race,"$20,000 to $24,999",Highschool,WA,31-40,0,"Other race Highschool $20,000 to $24,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,TX,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$175,000 to $199,999",Masters&Doc,NJ,61-70,1,"White Masters&Doc $175,000 to $199,999",1,1
Female,White,"Less than $14,999",Highschool,OR,31-40,1,"White Highschool Less than $14,999",0,0
Male,White,"$100,000 to $124,999",Highschool,MN,31-40,0,"White Highschool $100,000 to $124,999",0,0
Male,White,"$70,000 to $74,999",College Degree,MN,31-40,1,"White College Degree $70,000 to $74,999",0,1
Male,White,"$20,000 to $24,999",Highschool,FL,71-80,0,"White Highschool $20,000 to $24,999",0,0
Female,American Indian or Alaska Native,"$25,000 to $29,999",Associate Degree,WA,61-70,1,"American Indian or Alaska Native Associate Degree $25,000 to $29,999",0,1
Male,White,"$65,000 to $69,999",Highschool,IL,61-70,0,"White Highschool $65,000 to $69,999",0,0
Male,White,"$100,000 to $124,999",College Degree,MI,61-70,1,"White College Degree $100,000 to $124,999",0,1
Male,White,"$45,000 to $49,999",Highschool,OR,80up,0,"White Highschool $45,000 to $49,999",0,0
Male,White,"$70,000 to $74,999",Highschool,WA,61-70,1,"White Highschool $70,000 to $74,999",0,0
Female,White,"$60,000 to $64,999",College Degree,NY,71-80,0,"White College Degree $60,000 to $64,999",0,1
Male,White,"$175,000 to $199,999",Masters&Doc,MN,41-50,1,"White Masters&Doc $175,000 to $199,999",1,1
Male,Black/African American,"$60,000 to $64,999",College Degree,FL,41-50,0,"Black/African American College Degree $60,000 to $64,999",0,1
